review_id,listing_id,date,reviewer_name,comments,listing_name,neighbourhood,borough,room_type,nightly_price,review_scores_rating
1516127368804287891,766186374255566430,2025-09-22,Shauna,Lovely host who replies very quick.,Rome’s Oasis.Close to JFK,Jamaica,Queens,Private room,$133.00,4.79
1516751150502729431,15371951,2025-09-23,Tymere,Great place will use again,Bright Private Room in Bushwick Art Duplex,Bushwick,Brooklyn,Private room,,4.91
1516806708267759650,27529655,2025-09-23,Peng,Nice place! 100% recommend.,Sweet room/Private attached bath central Flushing.,Flushing,Queens,Private room,$160.00,4.91
1516773166967542248,985688634102569248,2025-09-23,Emma,Fabulous host! Loved the place and easy to get to the city,"Historic Bklyn Brownstone Apt #2",Bedford-Stuyvesant,Brooklyn,Entire home/apt,$339.00,4.95
1516780100036605829,1125394067603414786,2025-09-23,Paul,"3*=ok, not great: location-5*, communication-5*, cleanliness-1*, comfort-3*, value for $-1* average of all the above=3*.<br/>We pick Ike’s place based on its location and it is great-really in the heart of what makes New York fun. We walked everywhere and the F train is just across the street. Ike had good recommendations and they were spot on.<br/>New York is a gritty city and we saw live rats on the street so we don’t have unrealistic expectations. Ike’s place, however, is just plain dirty from insufficient care and cleaning. I get it, it’s a popular place so it is rented out nonstop. But the price we paid should get us at least a clean apartment. We stayed 7 nights at a cost equal to 2 rooms at a nearby 3* hotel. We don’t expect to find a filthy rug in the living room, dirty floors, black mold, and broken furniture. The broken mirror one reviewer mentioned in June is still not fixed.<br/>Wi-Fi is not useable because it is shared with an adjacent AirBnB. I had to use my 5g phone as a hotspot.",Lovely 2 bedroom 2 bath apartment,Chinatown,Manhattan,Entire home/apt,$535.97,4.68
1516847954968170982,1268950356586183928,2025-09-23,Matthew,Can’t beat the location in heart of Williamsburg and several options to quickly get to Manhattan. Hotel has a great bar and rooftop as well!,Trendy Williamsburg Hotel with rooftop bar,Williamsburg,Brooklyn,Private room,$329.00,4.68
1518257962867524014,1384118775585291853,2025-09-25,Paul,I had a great overnight stay while visiting Queens for a concert at Forest Hills Stadium. The location is super convenient to get to the subway and everything was great during my stay.,"Queens/JFK Private Room #1",Richmond Hill,Queens,Private room,$117.00,4.94
1518956581759796055,1226812479353670317,2025-09-26,Amy,My stay was absolutely perfect  and the space was all that I wanted and needed it to be. I hope I get to return many times!,Nyc • Stylish City Retreat • Broadway,Midtown,Manhattan,Private room,$871.00,5.0
1518934077523093665,2451647,2025-09-26,Anna,"I had a great stay and can highly recommend Reka as a host. The place is in great location, clean and as described. The check in was easy, and Reka was always responsive and friendly.","Bright, Modern Room in East Village w City Views",East Village,Manhattan,Private room,$171.18,4.88
1519669707643834752,804582918613581571,2025-09-27,Nadiah,"This a clean and friendly hotel that won’t break the bank. Walkable restraints and coffee shops, easy to get to the metro, and time square was a walkable distance away. <br/>Room was clean and quite for the most part.",Walk to Times Square | Free Breakfast & Fitness,Hell's Kitchen,Manhattan,Private room,$264.00,4.46
1519709309447813210,1170462643049849090,2025-09-27,Natalie,Enjoyed my stay and will definitely stay again,Bay Ridge Charm: Unique Studio in Hip Neighborhood,Fort Hamilton,Brooklyn,Entire home/apt,$152.00,4.78
1519720858806981887,598456006209498021,2025-09-27,Reagan,"Henri was a friendly host and a great communicator. The unit was extremely clean with crisp linens which we greatly appreciated. Unfortunately the negatives outweighed the positives making us wish we had paid more and stayed at a nice hotel instead. While we knew the unit was 250 square feet,  the pictures are misleading/outdated making it seem more spacious that it is because a bathroom has been added since a couple of the photos had been taken. Also one of the photos is of a completely different unit. No photos of the correct bathroom are provided. This unit sleeps 6 but was way too tight for 4 adults so we do not recommend for bigger groups. We were only provided 4 small bath towels with no hand towels, wash cloths, or paper towels to dry our hands after washing. The bigger bunkbed was held together with zip ties. The building hallways had a horrible smell and the walls were thin so you could hear the neighbors and it was loud.",Midtown 2 bunk beds Studio,Midtown,Manhattan,Entire home/apt,$259.00,4.76
1520487208965456771,889641086503997936,2025-09-28,Sabrina,Ed est très prévenant. <br/>Certes le logement est loin d'être neuf mais il très typique NY. Le métro est juste à côte (entrée avec ascenseur). <br/>Idéal pour visiter NY !,Beautiful Lemon Tree Apt Uptown,Washington Heights,Manhattan,Entire home/apt,$125.11,4.97
1520460038445904116,54068618,2025-09-28,José Alfredo,Todo excelente! Trenton muy amable y atento a ayudar siempre,20 min Laguardia Airport 10 min Midtown Crash Pad,East Harlem,Manhattan,Private room,$126.00,4.85
1520441950639205120,32354513,2025-09-28,Belen,"The apartment is at described, there are few things to improve, mainly the bed and the bathroom. In overall, all was good!",Brooklyn artistic studio apartment!,Bedford-Stuyvesant,Brooklyn,Entire home/apt,$349.00,4.65
1521105347823212090,934107469692156357,2025-09-29,Savannah,"One of the elevators was broken, which left one small 6 person elevator to be operated by an employee in the elevator. This made using the elevator nearly impossible. We were on the 20th floor and have to climb up and down a few times because we waited 20 plus minutes for the elevator which never came. It was so much hassle especially for our luggage. The sheets on the bed also smelled like they hadn’t been washed or not dried well. Smelled like slight BO and mildew when we laid down for the night. But we weren’t in the room hardly the whole time. The employees were nice though.",King Bed at Holiday Inn Express Times Square,Hell's Kitchen,Manhattan,Private room,$161.21,4.42
1521209370494514620,871075934437189983,2025-09-29,George,"Absolutely beautiful air bnb, very spacious and super clean.  Highly recommend. One of the best air bnbs I have been in nyc",Cozy Studio | Minutes to Manhattan,Bushwick,Brooklyn,Entire home/apt,$517.75,4.81
1521113755071421156,3527764,2025-09-29,Amani,"I stayed with Dishan while attending a music festival and it was great! The room was the perfect size, very nice mood lighting, comfy bed. The bathroom was also impeccably clean and very chic. I enjoyed the patio area as well, had a peaceful vibe. 10/10 experience, would stay again!",Tranquility Trip House (near Laguardia Airport),Maspeth,Queens,Private room,$126.50,4.93
1522613935843404576,40228352,2025-10-01,Liam,Much nicer and cleaner than any other room in New York I’ve stayed at for the price,Bright Room W/ Decorative Fireplace and Projector,Bushwick,Brooklyn,Private room,$139.67,4.82
1523277241023260285,20897952,2025-10-02,Edoardo,"The second star is only for the location.<br/>The apartment is on the top floor facing the inner courtyard and is unfortunately very noisy: there’s a constant sound from the air conditioning units of nearby buildings, plus loud roof construction from 7 a.m. to 5 p.m., which was never mentioned.<br/>Cleaning needs improvement: the vacuum doesn’t work and smells bad, and overall maintenance is lacking. The furniture is basic and not very functional, there are stains on floors and walls, the bathroom isn’t very clean (shower curtain and towels were stained), and several electrical outlets don’t work, especially in the kitchen.<br/>The positive aspects are the excellent Upper West Side location and the apartment’s above-average size. The agency responded quickly to one of our requests, although it wasn’t related to these issues.",The Columbus • Vibe 8595,Upper West Side,Manhattan,Entire home/apt,$226.46,4.36
1525522873496853028,883955753472122104,2025-10-05,Frankie,"Super easy check in process and room was  just as described - perfect for a few days exploring Brooklyn. Very friendly hosts, would come back!",Elegant & Spacious  En-Suite Bedroom-Private Bath,Bedford-Stuyvesant,Brooklyn,Private room,$309.00,4.95
1525560038485951116,3554230,2025-10-05,Jennifer,"We were in Brooklyn just for a night, but we loved staying with Sigi. She is warm and lovely and comfortable, just like her home. Will def stay again, as we have family nearby and love the location so near the park and subway. Thank you Sigi!",Beautiful sunny bedroom just off Prospect Park,Prospect-Lefferts Gardens,Brooklyn,Private room,$163.00,4.95
1525446013155089909,889501516298878961,2025-10-05,Arda,I stayed there for 4 monts. I really like the place. There's shooping malls nearby and subway is literally 4 mins walk. I'd definitely book again. Thanks,Private Bathroom & 10min walk to Queens mall,Elmhurst,Queens,Private room,,3.67
1525517371995234463,1232863059744383368,2025-10-05,John,"Perfectly integrated into the community - felt like a local. The neighborhood is very walkable with great food and convenience options all day - the local coffee seen was diverse and friendly - special find was Lisbonata - Pastéis de Nata, that were as good as the ones in Portugal. Many businesses are locally owned and it is hard to find a chain store. Convenient to access Manhattan and other areas of Brooklyn. The apartment itself was a perfect retreat for a small family and far exceeded getting a room for two in a hotel.",Chic Space in Amazing Neighborhood,Crown Heights,Brooklyn,Entire home/apt,$743.67,5.0
1525502510019341156,781400979774367017,2025-10-05,Julia,"The hosts were very responsive. All questions were answered immediately. The apartment, the building, the common areas - all very well kept.",Panoramic views duplex by the lighthouse,Sea Gate,Brooklyn,Entire home/apt,$277.65,4.75
1525478611677753975,50634191,2025-10-05,Leah,"Spent half an hour waiting in line to speak with a front desk staff member. In that time, the managing staff member spoke extremely rudely to a woman regarding a $50 late fee being charged to her account 3 minutes passed check out time. To me, it was clear, her tardiness was due to the wait. In any event, his tone was disrespectful enough to catch my attention. She paid.  Next, two women had discovered mold in their room. He told them this is “regular wear and tear” and in so few words, let them know that they could not change rooms again. The women asked if they could check this room for mold before accepting to which he responded, “No, it’s regular wear and tear.” Okay… My turn. I tried checking out at a kiosk to avoid this line. It tried to charge me $50 to check out. All of this is included in the Airbnb stay. The manager told me that I requested this $50 charge. After arguing for 15 minutes about my choice to pay $50 to check out for free, he graciously allowed me to leave.",Premium Queen C - Yotel Times Square,Hell's Kitchen,Manhattan,Private room,$288.00,4.53
1526278386607490341,52235688,2025-10-06,Ashley,"I spent a lot of time reading reviews to find a place to stay- so here’s what I wish I knew beforehand:<br/>Pros:<br/>Clean and not a lot of residents inside the building so it’s quiet inside. <br/>Was nice to be able to walk to a park <br/>Loved having washer/dryer in apartment<br/>Great roof top view <br/>Cons-<br/>The biggest one is its above a corner store that has loitering 24 hours of the day. Definitely more going on there than being just a corner store- nights at it are very loud, making it hard to sleep in the front bedroom. Police made large arrests (that shut down the whole block) multiple times each week.<br/>I love NYC and travel alone often for work- I didn’t feel safe being alone at night on this block<br/>It’s not by a train- so transportation was hard","Beautiful Modern Condo, heart of Lower East Side",East Village,Manhattan,Entire home/apt,$551.26,4.97
1526181014006765797,1257287972746351647,2025-10-06,David,It was an awesome stay. The hotel is close to Times Square and many other restaurants including one within the hotel. Everything was clean!,NYC’s largest all-season hotel rooftop bar,Midtown,Manhattan,Private room,$211.00,4.64
